Player,Pos,Team,Num,Height,Weight,DOB
Tom Wilson,RW,WAS,43,1.9304000000000001,99.79024,3/29/94
Joseph Woll,G,TOR,60,1.9050000000000002,91.625584,7/12/98
Miles Wood,LW,COL,28,1.8796000000000002,88.45044,9/13/95
Arber Xhekaj,D,MON,72,1.9304000000000001,108.86207999999999,1/30/01
Kailer Yamamoto,RW,SEA,56,1.7272,69.399576,9/29/98
Jesse Ylonen,RW,MON,56,1.8542000000000003,90.7184,10/3/99
Cam York,D,PHI,8,1.8034,79.3786,1/5/01
Pavel Zacha,C,BOS,18,1.9304000000000001,90.264808,4/6/97
Filip Zadina,RW,SJ,18,1.8288000000000002,86.18248,11/27/99
Nikita Zadorov,D,CAL,16,1.9812000000000003,112.490816,4/16/95
Nikita Zaitsev,D,CHI,22,1.8796000000000002,87.089664,10/29/91
Egor Zamula,D,PHI,5,1.9050000000000002,80.28578399999999,3/30/00
Trevor Zegras,C,ANA,11,1.8288000000000002,83.91452,3/20/01
Fabian Zetterlund,LW,SJ,20,1.8034,99.79024,8/25/99
Mika Zibanejad,C,NYR,93,1.8796000000000002,91.171992,4/18/93
Radim Zohorna,LW,PIT,63,1.9812000000000003,99.79024,4/29/96
Artem Zub,D,OTT,2,1.8796000000000002,90.7184,10/3/95
Mats Zuccarello,RW,MIN,36,1.7272,82.100152,9/1/87
Jason Zucker,LW,ARI,16,1.8034,87.089664,1/16/92
